"","CLLT_FP_PRNO","INCB_DVSN","ETRS_YM","FIRE_YM","BEFO_JOB","EDGB","BRCH_CODE","ETRS_YM_YEAR","FIRE_YM_YEAR"
"14243",18915,"R","201211","201509","기타","고졸",318,2012,2015
"14244",18875,"P","201210","999912","보험관계인","#",289,2012,9999
"14245",20213,"R","201506","201602","보험관계인","고졸",263,2015,2016
"14246",19763,"P","201403","999912","기타","#",281,2014,9999
"14247",21077,"P","198803","999912","기타","고졸",45,1988,9999
"14248",20214,"P","201507","999912","기타","고졸",163,2015,9999
"14249",20188,"P","201505","999912","보험관계인","#",283,2015,9999
"14250",20326,"P","201603","999912","기타","고졸",19,2016,9999
"14251",19762,"P","201403","999912","기타","#",273,2014,9999
"14252",18205,"P","201201","999912","보험관계인","#",285,2012,9999
"14253",17666,"P","201106","999912","기타","#",80,2011,9999
"14254",27097,"R","199709","200106","무직","고졸",148,1997,2001
"14255",22640,"R","199206","200603","기타","대학졸",158,1992,2006
"14256",24296,"R","199511","199907","기타","고졸",42,1995,1999
"14257",23021,"R","199302","201111","기타","고졸",118,1993,2011
"14258",27089,"R","199710","200203","무직","고졸",167,1997,2002
"14259",26361,"R","199705","199806","기타","고졸",46,1997,1998
"14260",26843,"R","199708","199904","기타","고졸",106,1997,1999
"14261",25218,"R","199605","200806","기타","고졸",32,1996,2008
"14262",26007,"R","199705","199903","기타","고졸",99999999,1997,1999
"14263",22271,"R","199210","200207","기타","고졸",56,1992,2002
"14264",27711,"R","199802","199808","기타","#",99999999,1998,1998
"14265",26622,"R","199708","200009","기타","전문대졸",86,1997,2000
"14266",27787,"R","199804","199809","무직","#",25,1998,1998
"14267",28261,"R","199804","199901","기타","고졸",59,1998,1999
"14268",27893,"R","199804","199807","기타","고졸",13,1998,1998
"14269",24206,"R","199504","199810","학생","고졸",99999999,1995,1998
"14270",28567,"R","199801","199807","기타","전문대졸",88,1998,1998
"14271",25961,"R","199703","199901","기타","고졸",75,1997,1999
"14272",24690,"R","199501","200208","기타","고졸",158,1995,2002
"14273",27686,"R","199804","199810","무직","고졸",69,1998,1998
"14274",28013,"R","199801","199812","기타","대학졸",23,1998,1998
"14275",26472,"R","199712","199807","자유업","고졸",37,1997,1998
"14276",27003,"R","199711","200209","무직","#",141,1997,2002
"14277",28721,"R","199806","199810","기타","#",121,1998,1998
"14278",26956,"R","199711","199809","기타","고졸",145,1997,1998
"14279",28670,"R","199805","199903","기타","대학졸",118,1998,1999
"14280",23801,"R","199402","200203","기타","고졸",147,1994,2002
"14281",22266,"R","199210","199912","기타","고졸",31,1992,1999
"14282",28379,"R","199806","199810","기타","#",42,1998,1998
"14283",25891,"R","199611","200603","기타","고졸",64,1996,2006
"14284",24707,"R","199503","200709","기타","초등졸",205,1995,2007
"14285",26973,"R","199704","199905","사기업체","고졸",116,1997,1999
"14286",27997,"R","199808","200306","무직","#",65,1998,2003
"14287",28901,"R","199805","200012","기타","고졸",106,1998,2000
"14288",24930,"R","199603","200009","기타","고졸",21,1996,2000
"14289",26366,"R","199709","200302","기타","고졸",46,1997,2003
"14290",25486,"R","199610","200108","기타","고졸",106,1996,2001
"14291",30082,"R","199903","200011","무직","고졸",38,1999,2000
"14292",25859,"R","199610","200010","기타","고졸",49,1996,2000
"14293",27438,"R","199806","200009","기타","고졸",16,1998,2000
"14294",27958,"R","199801","200208","무직","고졸",78,1998,2002
"14295",30185,"R","199902","199906","무직","고졸",50,1999,1999
"14296",23993,"R","199503","200308","기타","고졸",53,1995,2003
"14297",28712,"R","199808","199910","무직","고졸",193,1998,1999
"14298",21967,"R","199106","200306","학생","고졸",52,1991,2003
"14299",28485,"R","199804","200010","기타","고졸",90,1998,2000
"14300",27846,"R","199803","199910","기타","고졸",99999999,1998,1999
"14301",23846,"R","199404","200411","기타","고졸",148,1994,2004
"14302",25098,"R","199607","200210","기타","고졸",14,1996,2002
"14303",30203,"R","199903","200202","기타","고졸",29,1999,2002
"14304",30944,"R","199911","200304","기타","고졸",111,1999,2003
"14305",30235,"R","199911","200006","무직","고졸",47,1999,2000
"14306",25033,"R","199603","200202","기타","#",74,1996,2002
"14307",23177,"R","199307","200506","기타","고졸",148,1993,2005
"14308",27671,"R","199805","200301","기타","대학졸",3,1998,2003
"14309",24486,"R","199501","200009","기타","고졸",103,1995,2000
"14310",31393,"R","199908","200012","기타","고졸",143,1999,2000
"14311",22827,"R","199303","200004","기타","고졸",69,1993,2000
"14312",20890,"R","198707","200301","기타","고졸",29,1987,2003
"14313",24377,"R","199504","200805","기타","#",86,1995,2008
"14314",26887,"R","199709","200210","기타","대학졸",111,1997,2002
"14315",680,"R","200003","200104","기타","고졸",78,2000,2001
"14316",30035,"R","199912","200202","무직","고졸",14,1999,2002
"14317",1718,"R","200003","200105","기타","고졸",141,2000,2001
"14318",474,"R","200004","200010","기타","고졸",11,2000,2000
"14319",31140,"R","199909","200502","무직","고졸",160,1999,2005
"14320",29957,"R","199901","200207","무직","고졸",214,1999,2002
"14321",25758,"R","199609","200411","기타","고졸",154,1996,2004
"14322",31122,"R","199911","200409","무직","고졸",147,1999,2004
"14323",26752,"P","199709","999912","기타","#",121,1997,9999
"14324",27727,"R","199811","200603","기타","고졸",13,1998,2006
"14325",23695,"R","199403","200607","기타","#",108,1994,2006
"14326",1714,"R","200004","200903","기타","고졸",146,2000,2009
"14327",30685,"R","199910","200708","기타","#",123,1999,2007
"14328",26654,"R","199707","200804","기타","고졸",88,1997,2008
"14329",25757,"R","199601","200604","기타","고졸",154,1996,2006
"14330",27516,"R","199803","200602","기타","고졸",117,1998,2006
"14331",24449,"R","199501","201008","기타","고졸",121,1995,2010
"14332",30849,"R","199906","200109","기타","고졸",113,1999,2001
"14333",343,"R","200010","200105","기타","고졸",56,2000,2001
"14334",199,"R","200005","200107","기타","고졸",75,2000,2001
"14335",26802,"R","199708","200703","기타","고졸",113,1997,2007
"14336",2432,"R","200103","200207","기타","고졸",127,2001,2002
"14337",1165,"R","200001","200503","기타","고졸",90,2000,2005
"14338",20694,"R","198103","200107","기타","고졸",108,1981,2001
"14339",2287,"R","200102","200106","기타","고졸",31,2001,2001
"14340",1061,"R","200002","200111","기타","고졸",42,2000,2001
"14341",23521,"R","199408","200205","기타","#",32,1994,2002
"14342",20997,"R","198709","200804","기타","고졸",125,1987,2008
"14343",1082,"R","200012","200112","기타","고졸",74,2000,2001
"14344",3365,"R","200102","200208","기타","고졸",165,2001,2002
"14345",3606,"R","200102","200304","기타","고졸",204,2001,2003
"14346",27043,"R","199712","200210","기타","고졸",62,1997,2002
"14347",209,"R","200011","200108","무직","고졸",50,2000,2001
"14348",25528,"R","199610","200302","기타","고졸",134,1996,2003
"14349",27694,"R","199805","200111","무직","고졸",69,1998,2001
"14350",638,"R","200003","200412","기타","고졸",23,2000,2004
"14351",3576,"R","200102","200202","기타","고졸",49,2001,2002
"14352",30816,"R","199906","200203","기타","고졸",103,1999,2002
"14353",2160,"R","200012","200504","무직","고졸",58,2000,2005
"14354",23407,"R","199401","200504","기타","고졸",49,1994,2005
"14355",25297,"R","199603","200401","기타","고졸",90,1996,2004
"14356",25204,"R","199611","200304","기타","고졸",61,1996,2003
"14357",3261,"R","200106","200110","기타","전문대졸",146,2001,2001
"14358",2407,"R","200104","200205","보험관계인","#",25,2001,2002
"14359",295,"R","200003","200501","기타","고졸",31,2000,2005
"14360",30089,"R","199909","200603","무직","고졸",104,1999,2006
"14361",2380,"R","200112","200205","자유업","고졸",11,2001,2002
"14362",2601,"R","200108","200207","기타","고졸",120,2001,2002
"14363",3108,"R","200106","200208","기타","고졸",100,2001,2002
"14364",2530,"R","200105","200206","기타","고졸",16,2001,2002
"14365",30073,"R","199906","200205","무직","고졸",38,1999,2002
"14366",21691,"R","199007","200710","학생","고졸",80,1990,2007
"14367",27312,"R","199711","201010","기타","고졸",38,1997,2010
"14368",5234,"R","200202","200510","보험관계인","고졸",83,2002,2005
"14369",5377,"R","200208","200408","보험관계인","#",197,2002,2004
"14370",31179,"R","199908","200707","보험관계인","고졸",109,1999,2007
"14371",29331,"R","199807","200307","무직","#",154,1998,2003
"14372",946,"R","200008","200406","기타","고졸",59,2000,2004
"14373",20715,"R","198106","200407","기타","#",100,1981,2004
"14374",5483,"R","200208","200408","보험관계인","#",220,2002,2004
"14375",3198,"R","200103","200307","기타","고졸",116,2001,2003
"14376",25918,"P","199601","999912","기타","대학원졸",191,1996,9999
"14377",7650,"R","200404","201205","무직","#",163,2004,2012
"14378",10737,"R","200604","200805","일반기업","전문대졸",55,2006,2008
"14379",9059,"R","200502","201103","기타","고졸",146,2005,2011
"14380",13419,"R","200804","200903","교육부문","대학졸",55,2008,2009
"14381",19638,"R","201312","201501","기타","#",191,2013,2015
"14382",4029,"R","200104","200206","보험관계인","전문대졸",170,2001,2002
"14383",2427,"R","200107","200605","무직","고졸",21,2001,2006
"14384",27150,"R","199712","200603","무직","고졸",158,1997,2006
"14385",21688,"R","199003","200905","기타","고졸",84,1990,2009
"14386",4447,"R","200205","200612","기타","고졸",74,2002,2006
"14387",6277,"R","200307","200605","기타","고졸",74,2003,2006
"14388",22378,"R","199201","200802","기타","고졸",29,1992,2008
"14389",5496,"R","200208","200808","보험관계인","고졸",249,2002,2008
"14390",26779,"R","199704","200708","사기업체","고졸",128,1997,2007
"14391",31507,"P","200307","999912","#","#",7,2003,9999
"14392",1848,"R","200006","200709","기타","고졸",167,2000,2007
"14393",5667,"R","200301","200407","기타","#",19,2003,2004
"14394",5887,"R","200305","200311","기타","고졸",86,2003,2003
"14395",6562,"R","200309","200411","기타","#",88,2003,2004
"14396",22704,"R","199310","201601","기타","#",302,1993,2016
"14397",6797,"R","200310","200901","기타","고졸",45,2003,2009
"14398",28330,"R","199808","200711","기타","고졸",37,1998,2007
"14399",4090,"R","200209","200504","기타","고졸",19,2002,2005
"14400",4053,"R","200212","200408","기타","고졸",204,2002,2004
"14401",23702,"R","199410","200410","기타","고졸",103,1994,2004
"14402",6471,"P","200308","999912","무직","#",44,2003,9999
"14403",25770,"R","199602","200807","기타","고졸",143,1996,2008
"14404",24561,"R","199507","200912","기타","고졸",145,1995,2009
"14405",5731,"R","200305","200406","기타","고졸",16,2003,2004
"14406",25153,"R","199602","200808","기타","고졸",29,1996,2008
"14407",4619,"R","200207","200709","기타","고졸",121,2002,2007
"14408",7440,"C","200403","200403","기타","#",156,2004,2004
"14409",28475,"R","199808","200808","기타","고졸",90,1998,2008
"14410",7519,"R","200403","201308","기타","#",121,2004,2013
"14411",6985,"R","200312","200408","기타","대학졸",145,2003,2004
"14412",6646,"R","200309","200503","무직","#",44,2003,2005
"14413",7451,"R","200403","200412","기타","#",154,2004,2004
"14414",6675,"R","200310","200608","자유업","#",111,2003,2006
"14415",7504,"R","200403","200512","기타","고졸",156,2004,2005
"14416",6053,"R","200301","200503","기타","고졸",150,2003,2005
"14417",7267,"R","200401","200709","자유업","고졸",32,2004,2007
"14418",2395,"R","200112","200509","무직","고졸",17,2001,2005
"14419",29506,"R","199803","200712","무직","대학졸",170,1998,2007
"14420",8157,"R","200407","200502","기타","고졸",22,2004,2005
"14421",7513,"R","200403","200810","기타","#",90,2004,2008
"14422",7453,"R","200403","200501","기타","#",125,2004,2005
"14423",6768,"P","200310","999912","기타","#",121,2003,9999
"14424",6167,"P","200306","999912","기타","고졸",103,2003,9999
"14425",26909,"P","199711","999912","기타","고졸",111,1997,9999
"14426",8544,"R","200409","200602","기타","대학졸",41,2004,2006
"14427",22943,"P","199308","999912","기타","#",318,1993,9999
"14428",8728,"R","200411","200506","기타","#",118,2004,2005
"14429",25976,"R","199707","200601","무직","고졸",31,1997,2006
"14430",6535,"R","200309","201106","기타","#",111,2003,2011
"14431",26489,"R","199712","200708","기타","고졸",37,1997,2007
"14432",3995,"R","200101","200809","회사원","#",191,2001,2008
"14433",26538,"R","199703","200907","경찰","고졸",42,1997,2009
"14434",21840,"R","199003","201412","기타","고졸",143,1990,2014
"14435",23976,"R","199505","200511","기타","고졸",17,1995,2005
"14436",8582,"R","200410","200705","자유업","#",21,2004,2007
"14437",5309,"R","200202","201001","보험관계인","#",277,2002,2010
"14438",24083,"P","199512","999912","기타","고졸",16,1995,9999
"14439",30423,"R","199912","200712","기타","고졸",74,1999,2007
"14440",3520,"R","200104","200710","보험관계인","고졸",143,2001,2007
"14441",4996,"R","200212","200802","무직","고졸",156,2002,2008
"14442",2563,"P","200112","999912","기타","고졸",56,2001,9999
"14443",25732,"R","199611","200512","기타","고졸",125,1996,2005
"14444",9013,"R","200502","200703","기타","고졸",113,2005,2007
"14445",30208,"R","199912","200808","기타","고졸",29,1999,2008
"14446",2590,"R","200105","200601","기타","고졸",38,2001,2006
"14447",29292,"R","199811","200807","기타","고졸",125,1998,2008
"14448",6129,"P","200303","999912","회사원","전문대졸",191,2003,9999
"14449",27867,"P","199811","999912","기타","#",21,1998,9999
"14450",25504,"R","199603","200903","기타","고졸",106,1996,2009
"14451",8146,"R","200407","200808","보험관계인","#",244,2004,2008
"14452",6618,"R","200309","200704","기타","#",126,2003,2007
"14453",8608,"R","200410","200806","기타","#",45,2004,2008
"14454",15710,"P","200911","999912","기타","고졸",111,2009,9999
"14455",16028,"P","201002","999912","보험관계인","고졸",308,2010,9999
"14456",16076,"R","201002","201106","기타","고졸",21,2010,2011
"14457",15660,"R","200911","201501","회사원","대학졸",57,2009,2015
"14458",16024,"P","201002","999912","기타","고졸",90,2010,9999
"14459",23282,"P","199402","999912","기타","고졸",25,1994,9999
"14460",13577,"P","200805","999912","기타","고졸",136,2008,9999
"14461",14905,"R","200904","201007","보험관계인","고졸",288,2009,2010
"14462",13851,"R","200807","201204","기타","전문대졸",143,2008,2012
"14463",16169,"R","201003","201105","기타","#",44,2010,2011
"14464",16792,"P","201009","999912","기타","대학졸",259,2010,9999
"14465",16756,"R","201009","201105","기타","전문대졸",37,2010,2011
"14466",16034,"P","201002","999912","보험관계인","고졸",279,2010,9999
"14467",22784,"R","199308","201509","기타","전문대졸",58,1993,2015
"14468",16916,"R","201010","201504","기타","#",106,2010,2015
"14469",28952,"R","199808","201406","무직","#",166,1998,2014
"14470",7991,"P","200406","999912","기타","#",125,2004,9999
"14471",15745,"R","200911","201408","기타","대학졸",146,2009,2014
"14472",16728,"R","201008","201309","금융부문","고졸",49,2010,2013
"14473",17028,"R","201012","201409","기타","#",118,2010,2014
"14474",16998,"R","201011","201312","기타","#",103,2010,2013
"14475",11363,"P","200609","999912","금융부문","#",125,2006,9999
"14476",15797,"R","200912","201208","기타","고졸",163,2009,2012
"14477",17350,"P","201103","999912","기타","대학졸",259,2011,9999
"14478",22296,"P","199211","999912","학생","고졸",21,1992,9999
"14479",16311,"R","201004","201310","보험관계인","고졸",286,2010,2013
"14480",25989,"P","199704","999912","학생","고졸",55,1997,9999
"14481",17677,"R","201106","201207","기타","#",19,2011,2012
"14482",17413,"R","201104","201112","기타","대학졸",113,2011,2011
"14483",13461,"R","200804","201601","기타","#",136,2008,2016
"14484",24139,"P","199501","999912","기타","고졸",38,1995,9999
"14485",15669,"R","200911","201405","기타","대학졸",303,2009,2014
"14486",14809,"R","200903","201312","보험관계인","대학졸",276,2009,2013
"14487",17070,"P","201012","999912","기타","전문대졸",259,2010,9999
"14488",15516,"P","200910","999912","보험관계인","#",292,2009,9999
"14489",26439,"P","199712","999912","기타","고졸",47,1997,9999
"14490",18072,"R","201111","201211","보험관계인","#",51,2011,2012
"14491",18270,"R","201202","201309","기타","고졸",13,2012,2013
"14492",18290,"R","201202","201210","기타","#",103,2012,2012
"14493",17467,"R","201104","201510","보험관계인","고졸",293,2011,2015
"14494",18363,"R","201203","201301","금융부문","전문대졸",163,2012,2013
"14495",17625,"P","201105","999912","보험관계인","#",288,2011,9999
"14496",17862,"P","201108","999912","보험관계인","#",284,2011,9999
"14497",16895,"P","201010","999912","보험관계인","고졸",279,2010,9999
"14498",18681,"R","201208","201212","기타","#",47,2012,2012
"14499",18673,"R","201208","201503","기타","#",111,2012,2015
"14500",16045,"P","201002","999912","보험관계인","중졸",280,2010,9999
"14501",18770,"P","201209","999912","기타","#",136,2012,9999
"14502",17997,"P","201110","999912","기타","#",21,2011,9999
"14503",18477,"R","201205","201310","기타","대학졸",80,2012,2013
"14504",17964,"P","201109","999912","자영업","전문대졸",171,2011,9999
"14505",19091,"R","201301","201403","기타","#",145,2013,2014
"14506",19499,"R","201309","201411","기타","#",106,2013,2014
"14507",19623,"R","201312","201512","기타","#",125,2013,2015
"14508",19182,"P","201303","999912","기타","#",88,2013,9999
"14509",19229,"R","201303","201405","기타","#",37,2013,2014
"14510",19350,"P","201305","999912","기타","#",37,2013,9999
"14511",19604,"R","201312","201501","보험관계인","#",51,2013,2015
"14512",19802,"R","201405","201501","기타","#",57,2014,2015
"14513",17430,"R","201104","201503","기타","#",120,2011,2015
"14514",19718,"P","201402","999912","기타","고졸",111,2014,9999
"14515",19901,"R","201408","201602","기타","#",45,2014,2016
"14516",19204,"R","201303","201511","기타","고졸",75,2013,2015
"14517",19907,"R","201408","201503","기타","#",88,2014,2015
"14518",20002,"R","201411","201507","기타","#",49,2014,2015
"14519",19431,"R","201307","201507","기타","대학졸",281,2013,2015
"14520",15785,"P","200912","999912","기타","#",16,2009,9999
"14521",19402,"P","201307","999912","기타","#",125,2013,9999
"14522",19505,"R","201309","201511","기타","#",25,2013,2015
"14523",9088,"P","200503","999912","무직","#",14,2005,9999
"14524",16467,"P","201006","999912","기타","고졸",116,2010,9999
"14525",20174,"R","201505","201603","기타","#",118,2015,2016
"14526",20123,"P","201502","999912","보험관계인","고졸",275,2015,9999
"14527",20171,"P","201504","999912","기타","#",59,2015,9999
"14528",20216,"P","201507","999912","기타","#",42,2015,9999
"14529",20309,"P","201601","999912","보험관계인","#",270,2016,9999
"14530",18710,"P","201208","999912","기타","대학졸",136,2012,9999
"14531",26279,"R","199711","199901","기타","고졸",78,1997,1999
"14532",21931,"R","199101","200309","기타","고졸",21,1991,2003
"14533",25378,"R","199608","200204","기타","고졸",80,1996,2002
"14534",25766,"R","199604","200208","기타","고졸",143,1996,2002
"14535",26114,"R","199704","199804","학생","#",25,1997,1998
"14536",27258,"R","199710","199806","기타","#",47,1997,1998
"14537",26738,"R","199707","200102","무직","고졸",121,1997,2001
"14538",23684,"R","199402","201502","기타","고졸",113,1994,2015
"14539",24795,"R","199511","200001","기타","#",47,1995,2000
"14540",28456,"R","199801","199804","무직","고졸",44,1998,1998
"14541",21636,"R","199002","199906","기타","고졸",61,1990,1999
"14542",26011,"R","199705","199810","기타","고졸",31,1997,1998
"14543",24155,"R","199504","200311","기타","고졸",62,1995,2003
"14544",21317,"R","198907","200301","기타","고졸",69,1989,2003
"14545",20647,"R","198010","199902","기타","#",127,1980,1999
"14546",26940,"R","199708","199807","무직","고졸",134,1997,1998
"14547",29256,"R","199803","199809","무직","고졸",167,1998,1998
"14548",28143,"R","199804","199811","기타","고졸",50,1998,1998
"14549",28172,"R","199803","199809","기타","고졸",29,1998,1998
"14550",25639,"R","199604","200212","기타","고졸",163,1996,2002
"14551",25899,"R","199612","199910","기타","고졸",106,1996,1999
"14552",25068,"P","199609","999912","기타","고졸",14,1996,9999
"14553",21464,"R","198910","200007","사기업체","고졸",165,1989,2000
"14554",24921,"R","199603","200402","기타","#",127,1996,2004
"14555",26665,"R","199708","199810","기타","고졸",84,1997,1998
"14556",28208,"R","199808","199901","기타","고졸",47,1998,1999
"14557",27985,"R","199808","199902","기타","고졸",65,1998,1999
"14558",23476,"R","199403","199908","기타","고졸",29,1994,1999
"14559",28457,"R","199802","200111","무직","고졸",44,1998,2001
"14560",28251,"R","199801","199906","기타","고졸",61,1998,1999
"14561",27794,"R","199804","200007","기타","고졸",17,1998,2000
"14562",29462,"R","199811","200109","기타","고졸",49,1998,2001
"14563",22090,"R","199110","200111","기타","고졸",103,1991,2001
"14564",24323,"R","199504","200402","기타","고졸",46,1995,2004
"14565",28739,"R","199808","200106","기타","#",121,1998,2001
"14566",24746,"R","199511","200010","기타","고졸",140,1995,2000
"14567",28121,"R","199803","200004","기타","고졸",49,1998,2000
"14568",28896,"R","199812","200908","기타","고졸",106,1998,2009
"14569",23760,"R","199405","200012","기타","고졸",146,1994,2000
"14570",27809,"R","199804","200601","기타","#",129,1998,2006
"14571",27461,"R","199810","200308","기타","고졸",31,1998,2003
"14572",27263,"R","199708","200111","기타","고졸",84,1997,2001
"14573",21609,"R","199004","200202","학생","고졸",11,1990,2002
"14574",30908,"R","199902","199912","기타","고졸",106,1999,1999
"14575",30227,"R","199903","199912","기타","고졸",29,1999,1999
"14576",30051,"R","199905","199908","기타","고졸",64,1999,1999
"14577",20916,"R","198705","200212","기타","중졸",38,1987,2002
"14578",28069,"R","199803","200502","무직","고졸",120,1998,2005
"14579",27847,"R","199802","200004","무직","고졸",99999999,1998,2000
"14580",30448,"R","199908","199912","무직","고졸",44,1999,1999
"14581",29718,"R","199907","199912","기타","고졸",11,1999,1999
"14582",25128,"R","199608","200905","기타","고졸",120,1996,2009
"14583",20478,"P","198505","999912","기타","대학졸",11,1985,9999
"14584",21805,"R","199003","200306","기타","고졸",150,1990,2003
"14585",30019,"R","199907","200108","기타","고졸",78,1999,2001
"14586",29688,"R","199907","199912","기타","고졸",19,1999,1999
"14587",29768,"R","199910","200010","기타","고졸",16,1999,2000
"14588",25783,"R","199610","200007","기타","고졸",140,1996,2000
"14589",29572,"R","199902","200601","무직","#",55,1999,2006
"14590",26299,"R","199712","200305","기타","고졸",65,1997,2003
"14591",22677,"R","199212","200107","기타","고졸",44,1992,2001
"14592",26936,"R","199710","200107","무직","고졸",145,1997,2001
"14593",27119,"R","199703","200304","사기업체","고졸",163,1997,2003
"14594",24270,"R","199501","200202","기타","고졸",32,1995,2002
"14595",23190,"R","199310","200509","기타","고졸",158,1993,2005
"14596",23667,"R","199403","200307","기타","고졸",121,1994,2003
"14597",22452,"R","199203","200010","기타","고졸",90,1992,2000
"14598",22691,"R","199310","200206","기타","고졸",99999999,1993,2002
"14599",30772,"R","199907","200703","기타","고졸",122,1999,2007
"14600",30467,"R","199909","200502","무직","#",44,1999,2005
"14601",29216,"R","199806","200401","무직","고졸",163,1998,2004
"14602",704,"R","200003","200111","기타","고졸",78,2000,2001
"14603",2064,"R","200003","200111","무직","고졸",143,2000,2001
"14604",1370,"R","200002","200009","기타","고졸",99999999,2000,2000
"14605",26833,"R","199707","200312","자유업","고졸",100,1997,2003
"14606",30113,"R","199911","200105","무직","고졸",45,1999,2001
"14607",1253,"R","200001","200102","기타","고졸",82,2000,2001
"14608",442,"R","200004","200107","무직","고졸",69,2000,2001
"14609",26701,"R","199710","200205","기타","고졸",118,1997,2002
"14610",28259,"R","199807","200010","기타","고졸",61,1998,2000
"14611",823,"R","200003","200201","기타","#",46,2000,2002
"14612",25473,"R","199603","200011","기타","고졸",108,1996,2000
"14613",20513,"R","198507","200212","기타","고졸",167,1985,2002
"14614",330,"R","200008","200111","기타","고졸",62,2000,2001
"14615",23465,"R","199403","200310","기타","#",38,1994,2003
"14616",296,"R","200008","200105","기타","고졸",31,2000,2001
"14617",1747,"P","200002","999912","기타","고졸",141,2000,9999
"14618",21099,"R","198803","200408","기타","고졸",47,1988,2004
"14619",27165,"R","199712","200505","기타","고졸",158,1997,2005
"14620",1917,"R","200002","200101","기타","고졸",163,2000,2001
"14621",2040,"R","200007","200305","기타","고졸",154,2000,2003
"14622",3303,"R","200101","200207","기타","고졸",136,2001,2002
"14623",25392,"R","199603","200808","사기업체","고졸",118,1996,2008
"14624",1824,"R","200010","200304","무직","고졸",163,2000,2003
"14625",3318,"R","200103","200302","무직","고졸",160,2001,2003
"14626",26603,"R","199707","200512","기타","고졸",80,1997,2005
"14627",22525,"R","199204","200312","기타","고졸",100,1992,2003
"14628",3053,"R","200103","200309","기타","고졸",108,2001,2003
"14629",3145,"R","200104","200111","기타","고졸",111,2001,2001
"14630",29003,"R","199808","200306","무직","고졸",145,1998,2003
"14631",23411,"R","199409","200111","기타","대학졸",50,1994,2001
"14632",2237,"R","200105","200109","기타","고졸",75,2001,2001
"14633",30844,"R","199909","200111","기타","대학졸",113,1999,2001
"14634",3213,"R","200107","200202","기타","고졸",134,2001,2002
"14635",2330,"R","200108","200509","기타","고졸",11,2001,2005
"14636",3640,"R","200105","200206","기타","중졸",221,2001,2002
"14637",24863,"R","199603","200511","기타","고졸",17,1996,2005
"14638",29638,"R","199912","200505","기타","대학졸",62,1999,2005
"14639",2901,"R","200111","200206","기타","고졸",82,2001,2002
"14640",755,"R","200011","200202","무직","고졸",64,2000,2002
"14641",4071,"R","200201","200306","기타","고졸",129,2002,2003
"14642",3816,"R","200111","200604","보험관계인","고졸",77,2001,2006
"14643",4460,"R","200203","200210","기타","고졸",45,2002,2002
"14644",4799,"R","200204","200210","기타","고졸",145,2002,2002
"14645",4481,"R","200203","200304","기타","고졸",44,2002,2003
"14646",30478,"R","199906","200603","무직","#",44,1999,2006
"14647",2774,"R","200107","200210","기타","고졸",74,2001,2002
"14648",26128,"R","199706","200407","무직","고졸",16,1997,2004
"14649",4133,"R","200206","200411","무직","고졸",69,2002,2004
"14650",4684,"R","200210","200407","기타","#",113,2002,2004
"14651",5297,"R","200202","200305","보험관계인","고졸",118,2002,2003
"14652",4617,"R","200210","200307","기타","고졸",121,2002,2003
"14653",3764,"R","200111","200503","보험관계인","고졸",198,2001,2005
"14654",22850,"R","199302","201305","기타","고졸",13,1993,2013
"14655",4563,"R","200203","200610","무직","중졸",88,2002,2006
"14656",6094,"R","200303","200609","무직","고졸",143,2003,2006
"14657",4436,"R","200210","200309","무직","고졸",42,2002,2003
"14658",5747,"R","200304","200407","기타","대학졸",120,2003,2004
"14659",6840,"R","200311","200501","자유업","#",64,2003,2005
"14660",7935,"R","200406","200410","기타","고졸",44,2004,2004
"14661",7700,"R","200404","200411","기타","고졸",113,2004,2004
"14662",13463,"R","200804","200812","기타","대학졸",118,2008,2008
"14663",15735,"R","200911","201005","보험관계인","대학졸",51,2009,2010
"14664",15385,"R","200908","201003","보험관계인","#",293,2009,2010
"14665",6212,"R","200306","200409","무직","고졸",45,2003,2004
"14666",28858,"R","199811","200711","무직","고졸",100,1998,2007
"14667",2863,"R","200102","200806","무직","고졸",80,2001,2008
"14668",24073,"P","199501","999912","기타","#",16,1995,9999
"14669",6413,"R","200308","200408","기타","고졸",38,2003,2004
"14670",5006,"R","200201","200502","보험관계인","고졸",198,2002,2005
"14671",25215,"P","199609","999912","기타","고졸",32,1996,9999
"14672",5720,"R","200305","200402","무직","고졸",64,2003,2004
"14673",22166,"R","199101","200407","기타","고졸",160,1991,2004
"14674",3080,"R","200101","201603","기타","#",103,2001,2016
"14675",28887,"P","199803","999912","기타","고졸",106,1998,9999
"14676",5935,"R","200305","200412","기타","고졸",118,2003,2004
"14677",6004,"R","200302","200610","기타","고졸",146,2003,2006
"14678",6405,"R","200308","200612","기타","전문대졸",109,2003,2006
"14679",3445,"R","200110","201603","무직","#",163,2001,2016
"14680",4337,"R","200209","200705","기타","고졸",29,2002,2007
"14681",20591,"R","197811","200411","기타","#",106,1978,2004
"14682",2137,"R","200006","200408","기타","#",204,2000,2004
"14683",22892,"P","199309","999912","사기업체","#",90,1993,9999
"14684",2843,"P","200103","999912","자유업","고졸",90,2001,9999
"14685",5489,"R","200208","201001","보험관계인","고졸",281,2002,2010
"14686",26542,"R","199710","201206","기타","고졸",42,1997,2012
"14687",21284,"R","198908","200802","사기업체","고졸",45,1989,2008
"14688",25484,"R","199612","200902","기타","고졸",100,1996,2009
"14689",4125,"R","200205","200501","무직","고졸",11,2002,2005
"14690",21250,"R","198812","200501","기타","중졸",13,1988,2005
"14691",20730,"R","198211","201112","기타","#",21,1982,2011
